Geography,product,unit,carbon footprint in kg CO2e,Source of information
Rest of the World,trichloroacetic acid,kg,3.838571386,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,trichloroacetic acid,kg,3.040461871,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trichloroborane,kg,3.709144251,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"hydrochloric acid, without water, in 30% solution state",kg,0.341481416,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,trichloroethylene,kg,4.221463174,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"hydrochloric acid, without water, in 30% solution state",kg,0.331446581,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,trichloroethylene,kg,4.097410486,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,trichloromethane,kg,3.996871778,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,trichloromethane,kg,3.610210418,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"sulfur dioxide, liquid",kg,0.433652758,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trichloropropane,kg,3.158051385,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,triclopyr,kg,11.27535907,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,triethyl amine,kg,4.293912943,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,triethyl amine,kg,2.965655101,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,trifluoroacetic acid,kg,8.677536147,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,trifluoroacetic acid,kg,7.147000787,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trifluoromethane,kg,8.441542033,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trimesoyl chloride,kg,8.210946756,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trimethyl borate,kg,2.880826009,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,trimethylamine,kg,2.878220457,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,trimethylamine,kg,2.541351843,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trinexapac-ethyl,kg,18.15099257,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,triphenyl phosphate,kg,6.187522373,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,triple superphosphate,kg,0.717635285,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,triple superphosphate,kg,0.709058028,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tris(2,4-ditert-butylphenyl) phosphite",kg,7.45429462,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,trisodium phosphate,kg,2.227469767,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"trout feed, 42% protein",kg,1.180878109,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Latin America and the Caribbean,"trout feed, 42% protein",kg,0.915394886,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,trout,kg,1.886553659,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Latin America and the Caribbean,trout,kg,1.896930848,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,tube insulation factory,unit,9149347.386,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tube insulation factory,unit,9149347.386,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"tube insulation, elastomere",kg,4.513483649,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"tube insulation, elastomere",kg,4.806593165,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tubular particleboard,m3,137.7785297,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,tubular particleboard,m3,108.2466179,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Ecuador,"landed tuna, frozen, EPO",kg,2.927789666,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Ecuador,"small pelagic fish, fresh",kg,1.463894833,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"landed tuna, frozen, EPO",kg,2.930567899,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"small pelagic fish, fresh",kg,1.465283949,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,tungsten carbide powder,kg,36.22623797,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tungsten carbide powder,kg,26.19675972,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,tungsten concentrate,kg,5.646505053,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tungsten concentrate,kg,4.98785273,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,solvent for paint,kg,2.959281778,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,ultrafiltration module,unit,246.9333513,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,ultraviolet lamp,unit,1.018381162,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"unreinforced concrete, 15MPa",m3,118.4173725,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"unreinforced concrete, 15MPa",m3,142.6756457,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"unreinforced concrete, 15MPa",m3,136.245026,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,uranium conversion facility,unit,282561022.7,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,uranium conversion facility,unit,282152065.5,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,uranium conversion facility,unit,281885013.3,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,uranium enrichment centrifuge facility,unit,399806549.5,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,uranium enrichment centrifuge facility,unit,396289055.3,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,uranium enrichment centrifuge facility,unit,397610205,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,uranium enrichment diffusion facility,unit,3583170265,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,uranium enrichment diffusion facility,unit,3553973014,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.0%, in fuel element for light water reactor",kg,1171.735371,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 3.0%, in fuel element for light water reactor",kg,1161.610346,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"uranium, enriched 3.8%, in fuel element for light water reactor",kg,1502.236953,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"uranium, enriched 3.8%, in fuel element for light water reactor",kg,1538.633346,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 3.8%, in fuel element for light water reactor",kg,1505.954359,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.8%, in fuel element for light water reactor",kg,1528.110889,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 3.8%, in fuel element for light water reactor",kg,1521.357139,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.9%, in fuel element for light water reactor",kg,1532.95789,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe- UCTE,"uranium, enriched 3.9%, in fuel element for light water reactor",kg,1516.88601,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 4%, in fuel element for light water reactor",kg,1559.401873,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 4%, in fuel element for light water reactor",kg,1570.306163,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
UCTE without Germany,"uranium, enriched 4%, in fuel element for light water reactor",kg,1553.437707,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"uranium, enriched 4.2%, in fuel element for light water reactor",kg,1630.240917,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 4.2%, in fuel element for light water reactor",kg,1657.848372,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,uranium hexafluoride,kg,146.0913277,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,uranium hexafluoride,kg,143.9386237,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,uranium hexafluoride,kg,139.4793209,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,uranium mill,unit,139866994.1,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,uranium mill,unit,138195185.2,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium ore, as U",kg,6.743100807,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North America,"uranium ore, as U",kg,6.743096492,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium ore, as U",kg,31.13943984,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North America,"uranium ore, as U",kg,31.13316936,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"uranium, enriched 3.0%, per separative work unit",unit,416.0423269,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 3.0%, per separative work unit",unit,268.5572997,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"uranium, enriched 3.0%, per separative work unit",unit,261.4788323,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.0%, per separative work unit",unit,295.9068307,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"uranium, enriched 3.0%, per separative work unit",unit,269.8956938,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"uranium, enriched 3.0%, per separative work unit",unit,304.2533293,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"uranium, enriched 3.8%, per separative work unit",unit,394.1286278,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 3.8%, per separative work unit",unit,246.9665062,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"uranium, enriched 3.8%, per separative work unit",unit,239.8880387,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.8%, per separative work unit",unit,274.4438301,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"uranium, enriched 3.8%, per separative work unit",unit,248.3049002,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"uranium, enriched 3.8%, per separative work unit",unit,282.6625357,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 3.9%, per separative work unit",unit,245.5271199,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"uranium, enriched 3.9%, per separative work unit",unit,238.4486525,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 3.9%, per separative work unit",unit,271.4163682,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"uranium, enriched 3.9%, per separative work unit",unit,246.865514,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"uranium, enriched 3.9%, per separative work unit",unit,281.2231495,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 4.0%, per separative work unit",unit,242.6483475,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"uranium, enriched 4.0%, per separative work unit",unit,235.56988,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 4.0%, per separative work unit",unit,268.6230614,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"uranium, enriched 4.0%, per separative work unit",unit,243.9867415,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"uranium, enriched 4.0%, per separative work unit",unit,278.344377,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Germany,"uranium, enriched 4.2%, per separative work unit",unit,239.769575,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Great Britain,"uranium, enriched 4.2%, per separative work unit",unit,232.6911075,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, enriched 4.2%, per separative work unit",unit,265.8297547,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Netherlands,"uranium, enriched 4.2%, per separative work unit",unit,241.107969,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Russia,"uranium, enriched 4.2%, per separative work unit",unit,275.4656045,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 3.0%, per separative work unit",unit,431.7646166,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 3.0%, per separative work unit",unit,1459.845255,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 3.8%, per separative work unit",unit,410.1738231,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 3.8%, per separative work unit",unit,1438.923357,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 3.9%, per separative work unit",unit,408.7344369,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 3.9%, per separative work unit",unit,1437.528563,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 4.0%, per separative work unit",unit,405.8556644,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 4.0%, per separative work unit",unit,1434.738977,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
France,"uranium, enriched 4.2%, per separative work unit",unit,402.9768919,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"uranium, enriched 4.2%, per separative work unit",unit,1431.949391,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"enriched uranium, 4.2%",kg,1630.240917,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"enriched uranium, 4.2%",kg,1657.848372,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"uranium, in yellowcake",kg,106.9833762,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North America,"uranium, in yellowcake",kg,102.4724506,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"uranium, in yellowcake",kg,88.67383286,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,urea ammonium nitrate mix,kg,2.880535527,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,urea ammonium nitrate mix,kg,1.849531484,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,urea ammonium nitrate mix,kg,1.263346677,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North America,urea ammonium nitrate mix,kg,1.722214747,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"urea formaldehyde foam, in situ foaming",kg,1.741832744,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"urea formaldehyde foam, in situ foaming",kg,2.224106195,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"urea formaldehyde foam slab, hard",kg,1.639932494,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"urea formaldehyde foam slab, hard",kg,2.161443777,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,urea formaldehyde resin,kg,2.025011619,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,urea formaldehyde resin,kg,1.486624353,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,urea,kg,2.796217042,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,urea,kg,1.676134235,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,urea,kg,1.376496707,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
North America,urea,kg,1.364635312,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,used beverage cans,kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"nitrate salts, for solar power application",kg,0.465423249,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"used toner module, laser printer, black/white",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"used toner module, laser printer, colour",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,used vegetable cooking oil,kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"used vegetable cooking oil, purified",kg,"""CFP not available""","GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,vacuum cleaner,unit,31.53430926,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,iron ore concentrate,kg,0.230537752,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,pig iron,kg,1.199586163,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"titania slag, 94% titanium dioxide",kg,2.260379622,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vanilla,kg,17.51698668,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Madagascar,vanilla,kg,-0.276328613,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"vanilla seedling, for planting",unit,0.870554249,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Madagascar,"vanilla seedling, for planting",unit,-0.019111515,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,vegetable oil esterification facility,unit,2849084.922,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,vegetable oil esterification facility,unit,2957304.098,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,vegetable oil refinery,unit,7838566.086,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,ventilation components factory,unit,75750367.11,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,ventilation components factory,unit,74150026.26,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation control and wiring, central unit",unit,42.61962048,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"ventilation control and wiring, central unit",unit,41.68624708,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation control and wiring, decentralized unit",unit,28.13659475,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"ventilation control and wiring, decentralized unit",unit,27.75597091,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation duct, connection piece, steel, 100x50 mm",unit,0.991818513,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"ventilation duct, connection piece, steel, 100x50 mm",unit,0.906896903,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"ventilation duct, elbow 90°, steel, 100x50 mm",unit,1.370596514,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"ventilation duct, elbow 90°, steel, 100x50 mm",unit,1.257052535,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
